Round score,Diff_Sig_Strikes_Attempted,Diff_Sig_Strikes_Landed,Diff_KD,Diff_TD,Diff_Sub_Attempts,Diff_Ctrl_Time,Diff_Head_Strikes
-1,-1,5,0,-1,0,-173,0
1,5,8,0,-2,1,-247,4
-1,-5,-8,0,2,-1,247,-4
1,7,6,0,1,0,288,7
-1,-7,-6,0,-1,0,-288,-7
1,15,4,0,0,0,9,21
-1,-15,-4,0,0,0,-9,-21
1,-15,-4,0,-1,0,-22,-15
-1,15,4,0,1,0,22,15
1,26,14,0,-1,0,63,10
-1,-26,-14,0,1,0,-63,-10
1,34,19,0,0,0,30,25
-1,-34,-19,0,0,0,-30,-25
1,4,14,0,0,0,-36,-1
-1,-4,-14,0,0,0,36,1
1,13,12,0,2,0,254,8
-1,-13,-12,0,-2,0,-254,-8
1,3,6,0,1,0,245,3
-1,-3,-6,0,-1,0,-245,-3
2,26,22,0,0,1,263,18
-2,-26,-22,0,0,-1,-263,-18
1,-13,-6,0,2,0,163,-5
-1,13,6,0,-2,0,-163,5
1,-3,-2,0,1,0,156,1
-1,3,2,0,-1,0,-156,-1
1,-5,-4,0,2,0,283,-6
-1,5,4,0,-2,0,-283,6
1,-31,-3,0,0,0,0,-2
-1,31,3,0,0,0,0,2
1,-20,7,0,-1,0,57,1
-1,20,-7,0,1,0,-57,-1
1,12,-1,0,-1,0,-217,-1
-1,-12,1,0,1,0,217,1
1,6,0,0,3,0,145,-2
-1,-6,0,0,-3,0,-145,2
1,7,2,0,-2,0,-169,9
-1,-7,-2,0,2,0,169,-9
1,5,-1,0,3,0,216,-4
-1,-5,1,0,-3,0,-216,4
1,-29,-7,0,1,0,82,-3
-1,29,7,0,-1,0,-82,3
1,0,10,0,2,0,139,13
-1,0,-10,0,-2,0,-139,-13
1,-14,-7,0,2,0,176,-2
-1,14,7,0,-2,0,-176,2
1,11,6,0,0,0,-147,0
-1,-11,-6,0,0,0,147,0
1,14,7,0,0,0,12,3
-1,-14,-7,0,0,0,-12,-3
1,9,9,0,1,0,-34,6
-1,-9,-9,0,-1,0,34,-6
1,29,18,0,-1,-2,27,14
-1,-29,-18,0,1,2,-27,-14
1,12,10,0,-1,0,89,9
-1,-12,-10,0,1,0,-89,-9
1,28,26,0,-1,0,200,25
-1,-28,-26,0,1,0,-200,-25
1,0,4,0,0,0,-90,4
-1,0,-4,0,0,0,90,-4
1,-2,2,0,0,0,0,10
-1,2,-2,0,0,0,0,-10
1,30,23,0,0,0,0,26
-1,-30,-23,0,0,0,0,-26
1,27,7,0,0,0,0,7
-1,-27,-7,0,0,0,0,-7
1,10,9,0,0,0,-37,9
-1,-10,-9,0,0,0,37,-9
1,13,12,0,0,0,-42,12
-1,-13,-12,0,0,0,42,-12
1,-15,-3,0,1,0,-26,-5
-1,15,3,0,-1,0,26,5
1,-4,-7,0,0,0,240,3
-1,4,7,0,0,0,-240,-3
1,18,14,0,0,0,0,6
-1,-18,-14,0,0,0,0,-6
1,-7,-2,0,0,0,-5,-8
-1,7,2,0,0,0,5,8
1,11,2,0,0,0,77,2
-1,-11,-2,0,0,0,-77,-2
1,60,12,0,1,0,27,13
-1,-60,-12,0,-1,0,-27,-13
1,39,9,0,0,0,75,9
-1,-39,-9,0,0,0,-75,-9
1,57,22,0,1,0,139,12
-1,-57,-22,0,-1,0,-139,-12
1,4,-3,0,-1,0,-38,-6
-1,-4,3,0,1,0,38,6
1,3,6,0,0,1,-22,6
-1,-3,-6,0,0,-1,22,-6
1,14,3,0,0,0,-3,-3
-1,-14,-3,0,0,0,3,3
1,32,19,0,0,0,-74,5
-1,-32,-19,0,0,0,74,-5
1,16,9,0,0,0,255,10
-1,-16,-9,0,0,0,-255,-10
1,56,37,0,0,0,-22,21
-1,-56,-37,0,0,0,22,-21
1,11,22,0,-1,0,-39,2
-1,-11,-22,0,1,0,39,-2
1,22,26,0,0,0,-41,13
-1,-22,-26,0,0,0,41,-13
1,9,3,0,0,0,-17,13
-1,-9,-3,0,0,0,17,-13
1,41,7,0,0,0,0,18
-1,-41,-7,0,0,0,0,-18
1,29,24,0,0,0,-21,31
-1,-29,-24,0,0,0,21,-31
1,33,5,0,1,0,94,1
-1,-33,-5,0,-1,0,-94,-1
1,-45,2,0,0,0,-18,-7
-1,45,-2,0,0,0,18,7
1,-28,-3,0,1,0,92,-3
-1,28,3,0,-1,0,-92,3
1,-15,6,0,0,0,12,-1
-1,15,-6,0,0,0,-12,1
1,-1,19,0,0,0,-33,14
-1,1,-19,0,0,0,33,-14
1,13,30,0,-1,0,-128,21
-1,-13,-30,0,1,0,128,-21
1,-14,-3,0,1,0,161,7
-1,14,3,0,-1,0,-161,-7
1,15,11,0,3,1,239,10
-1,-15,-11,0,-3,-1,-239,-10
1,1,1,0,0,-1,-146,1
-1,-1,-1,0,0,1,146,-1
1,2,6,0,0,0,0,0
-1,-2,-6,0,0,0,0,0
1,2,1,0,0,0,0,0
-1,-2,-1,0,0,0,0,0
1,0,1,0,0,0,0,0
-1,0,-1,0,0,0,0,0
1,19,2,0,0,0,0,-1
-1,-19,-2,0,0,0,0,1
1,-6,2,0,0,0,0,1
-1,6,-2,0,0,0,0,-1
1,5,9,0,0,0,228,6
-1,-5,-9,0,0,0,-228,-6
1,9,5,0,1,0,163,3
-1,-9,-5,0,-1,0,-163,-3
1,8,-5,0,1,0,31,3
-1,-8,5,0,-1,0,-31,-3
1,6,5,0,0,0,63,4
-1,-6,-5,0,0,0,-63,-4
1,-6,3,0,0,0,-49,5
-1,6,-3,0,0,0,49,-5
1,-16,-2,0,4,0,90,-9
-1,16,2,0,-4,0,-90,9
1,9,9,0,1,0,193,10
-1,-9,-9,0,-1,0,-193,-10
1,13,13,0,-3,0,33,13
-1,-13,-13,0,3,0,-33,-13
1,13,9,0,1,0,44,-2
-1,-13,-9,0,-1,0,-44,2
1,8,12,0,0,0,32,8
-1,-8,-12,0,0,0,-32,-8
1,27,30,0,0,0,100,26
-1,-27,-30,0,0,0,-100,-26
1,17,21,0,0,0,38,18
-1,-17,-21,0,0,0,-38,-18
1,1,14,0,0,0,0,5
-1,-1,-14,0,0,0,0,-5
1,3,15,0,0,0,3,5
-1,-3,-15,0,0,0,-3,-5
1,59,44,0,-1,-2,32,34
-1,-59,-44,0,1,2,-32,-34
1,43,29,0,-1,-1,140,23
-1,-43,-29,0,1,1,-140,-23
1,13,24,0,0,0,2,20
-1,-13,-24,0,0,0,-2,-20
1,14,13,0,1,0,114,5
-1,-14,-13,0,-1,0,-114,-5
1,6,-2,0,1,0,80,-5
-1,-6,2,0,-1,0,-80,5
1,8,3,0,1,0,185,1
-1,-8,-3,0,-1,0,-185,-1
1,42,19,0,0,0,36,0
-1,-42,-19,0,0,0,-36,0
1,29,18,0,1,0,174,6
-1,-29,-18,0,-1,0,-174,-6
1,13,9,0,2,0,211,3
-1,-13,-9,0,-2,0,-211,-3
1,6,12,0,2,0,93,7
-1,-6,-12,0,-2,0,-93,-7
1,5,5,0,2,0,79,2
-1,-5,-5,0,-2,0,-79,-2
1,-8,20,1,1,0,129,16
-1,8,-20,-1,-1,0,-129,-16
1,4,1,0,2,-1,100,4
-1,-4,-1,0,-2,1,-100,-4
1,-1,0,0,1,0,275,1
-1,1,0,0,-1,0,-275,-1
1,16,15,0,-1,0,-71,15
-1,-16,-15,0,1,0,71,-15
2,54,36,1,2,0,75,38
-2,-54,-36,-1,-2,0,-75,-38
1,6,8,0,2,0,203,11
-1,-6,-8,0,-2,0,-203,-11
1,11,3,0,-3,0,-132,0
-1,-11,-3,0,3,0,132,0
1,24,5,0,0,0,95,5
-1,-24,-5,0,0,0,-95,-5
1,31,23,1,0,0,21,2
-1,-31,-23,-1,0,0,-21,-2
1,31,23,1,0,0,121,2
-1,-31,-23,-1,0,0,-121,-2
1,22,21,0,2,0,169,22
-1,-22,-21,0,-2,0,-169,-22
1,21,21,0,0,0,56,18
-1,-21,-21,0,0,0,-56,-18
1,12,25,0,1,0,58,22
-1,-12,-25,0,-1,0,-58,-22
1,7,4,0,1,0,124,0
-1,-7,-4,0,-1,0,-124,0
1,1,2,0,1,0,162,0
-1,-1,-2,0,-1,0,-162,0
1,-13,0,0,0,0,4,0
-1,13,0,0,0,0,-4,0
1,4,5,0,1,-1,76,3
-1,-4,-5,0,-1,1,-76,-3
1,6,5,2,2,-1,247,4
-1,-6,-5,-2,-2,1,-247,-4
1,9,7,2,0,0,200,8
-1,-9,-7,-2,0,0,-200,-8
1,32,28,0,1,0,175,19
-1,-32,-28,0,-1,0,-175,-19
2,43,31,0,1,0,217,32
-2,-43,-31,0,-1,0,-217,-32
2,22,20,0,1,0,191,21
-2,-22,-20,0,-1,0,-191,-21
1,1,4,0,0,0,5,13
-1,-1,-4,0,0,0,-5,-13
1,2,-2,0,0,0,0,15
-1,-2,2,0,0,0,0,-15
1,5,2,0,-1,0,22,14
-1,-5,-2,0,1,0,-22,-14
1,24,3,0,-1,0,123,-2
-1,-24,-3,0,1,0,-123,2
1,-23,9,0,1,0,15,16
-1,23,-9,0,-1,0,-15,-16
1,-42,-1,0,0,0,0,5
-1,42,1,0,0,0,0,-5
1,8,14,0,1,1,167,9
-1,-8,-14,0,-1,-1,-167,-9
1,24,26,0,1,0,-10,15
-1,-24,-26,0,-1,0,10,-15
1,31,33,0,0,0,25,22
-1,-31,-33,0,0,0,-25,-22
1,22,5,0,-2,0,-25,2
-1,-22,-5,0,2,0,25,-2
1,14,6,0,0,0,1,0
-1,-14,-6,0,0,0,-1,0
1,36,22,0,0,0,23,18
-1,-36,-22,0,0,0,-23,-18
1,12,11,0,-1,0,-179,6
-1,-12,-11,0,1,0,179,-6
1,-2,0,0,1,0,118,0
-1,2,0,0,-1,0,-118,0
1,23,23,1,-2,0,-11,18
-1,-23,-23,-1,2,0,11,-18
1,4,-3,0,1,0,119,-1
-1,-4,3,0,-1,0,-119,1
1,33,28,0,-1,0,8,16
-1,-33,-28,0,1,0,-8,-16
1,21,33,0,-1,0,-58,31
-1,-21,-33,0,1,0,58,-31
1,-4,5,0,2,0,52,-4
-1,4,-5,0,-2,0,-52,4
1,0,-2,0,0,0,46,-5
-1,0,2,0,0,0,-46,5
2,-1,2,0,0,0,38,10
-2,1,-2,0,0,0,-38,-10
1,-2,0,0,1,0,198,5
-1,2,0,0,-1,0,-198,-5
1,-25,8,0,0,0,-58,10
-1,25,-8,0,0,0,58,-10
1,-1,15,0,0,0,6,19
-1,1,-15,0,0,0,-6,-19
1,5,8,0,-1,0,14,-3
-1,-5,-8,0,1,0,-14,3
1,11,1,0,0,0,0,0
-1,-11,-1,0,0,0,0,0
1,42,20,0,1,0,53,11
-1,-42,-20,0,-1,0,-53,-11
1,-12,-3,0,0,0,-2,0
-1,12,3,0,0,0,2,0
1,16,7,0,0,0,0,5
-1,-16,-7,0,0,0,0,-5
1,-14,2,1,0,0,-17,3
-1,14,-2,-1,0,0,17,-3
1,4,-1,0,0,0,-45,3
-1,-4,1,0,0,0,45,-3
1,1,-1,0,0,0,85,-2
-1,-1,1,0,0,0,-85,2
1,2,17,0,0,0,40,10
-1,-2,-17,0,0,0,-40,-10
1,-14,5,0,0,0,7,14
-1,14,-5,0,0,0,-7,-14
1,8,-4,0,0,0,-7,-16
-1,-8,4,0,0,0,7,16
1,-3,-8,0,1,0,117,-6
-1,3,8,0,-1,0,-117,6
1,3,6,0,0,0,5,21
-1,-3,-6,0,0,0,-5,-21
1,29,34,0,0,0,17,32
-1,-29,-34,0,0,0,-17,-32
1,-3,-1,0,0,0,3,-5
-1,3,1,0,0,0,-3,5
1,11,8,0,-2,0,-43,1
-1,-11,-8,0,2,0,43,-1
1,0,8,0,-2,0,55,3
-1,0,-8,0,2,0,-55,-3
1,10,10,0,0,0,0,0
-1,-10,-10,0,0,0,0,0
1,20,4,0,0,0,12,8
-1,-20,-4,0,0,0,-12,-8
1,11,2,1,0,0,60,3
-1,-11,-2,-1,0,0,-60,-3
1,17,13,0,1,0,290,11
-1,-17,-13,0,-1,0,-290,-11
1,2,2,0,1,2,99,2
-1,-2,-2,0,-1,-2,-99,-2
1,10,10,0,1,0,291,9
-1,-10,-10,0,-1,0,-291,-9
1,-16,-3,0,0,0,-1,2
-1,16,3,0,0,0,1,-2
1,24,9,0,0,0,0,16
-1,-24,-9,0,0,0,0,-16
1,36,33,0,0,0,-9,21
-1,-36,-33,0,0,0,9,-21
1,38,18,0,-1,0,-55,3
-1,-38,-18,0,1,0,55,-3
1,35,21,0,-1,0,-43,13
-1,-35,-21,0,1,0,43,-13
1,37,9,0,1,0,-2,0
-1,-37,-9,0,-1,0,2,0
1,-11,-12,0,0,0,-5,-10
-1,11,12,0,0,0,5,10
1,18,6,0,0,0,-6,2
-1,-18,-6,0,0,0,6,-2
1,38,20,0,-1,0,-5,9
-1,-38,-20,0,1,0,5,-9
1,14,-7,0,0,0,0,-6
-1,-14,7,0,0,0,0,6
1,-12,-9,0,0,0,8,-10
-1,12,9,0,0,0,-8,10
1,42,23,0,0,0,0,30
-1,-42,-23,0,0,0,0,-30
1,5,13,0,0,0,14,2
-1,-5,-13,0,0,0,-14,-2
1,-8,-1,0,2,0,58,2
-1,8,1,0,-2,0,-58,-2
1,32,7,0,0,0,10,1
-1,-32,-7,0,0,0,-10,-1
1,-3,7,0,0,0,0,2
-1,3,-7,0,0,0,0,-2
1,7,26,0,0,0,4,24
-1,-7,-26,0,0,0,-4,-24
1,10,19,0,1,0,43,18
-1,-10,-19,0,-1,0,-43,-18
1,74,15,0,0,0,0,21
-1,-74,-15,0,0,0,0,-21
1,29,21,0,0,0,61,27
-1,-29,-21,0,0,0,-61,-27
1,13,6,0,3,0,183,16
-1,-13,-6,0,-3,0,-183,-16
1,21,10,0,1,0,35,23
-1,-21,-10,0,-1,0,-35,-23
1,33,27,0,0,0,143,30
-1,-33,-27,0,0,0,-143,-30
1,-8,-4,0,2,0,86,6
-1,8,4,0,-2,0,-86,-6
1,20,12,0,-1,-1,-111,2
-1,-20,-12,0,1,1,111,-2
1,16,12,0,-2,0,-186,6
-1,-16,-12,0,2,0,186,-6
1,-12,5,0,-1,0,-6,1
-1,12,-5,0,1,0,6,-1
1,8,-7,0,0,0,-6,6
-1,-8,7,0,0,0,6,-6
1,-13,-5,0,0,0,178,-11
-1,13,5,0,0,0,-178,11
1,-13,0,0,0,0,-39,-5
-1,13,0,0,0,0,39,5
1,-23,-3,0,0,0,0,-7
-1,23,3,0,0,0,0,7
1,-15,0,0,0,0,0,-1
-1,15,0,0,0,0,0,1
1,11,12,-1,0,1,-29,-2
-1,-11,-12,1,0,-1,29,2
1,7,16,0,0,0,35,9
-1,-7,-16,0,0,0,-35,-9
1,-4,13,0,0,0,-40,11
-1,4,-13,0,0,0,40,-11
1,1,-2,0,1,-1,144,0
-1,-1,2,0,-1,1,-144,0
1,14,14,0,0,0,-78,16
-1,-14,-14,0,0,0,78,-16
1,-1,3,0,1,0,120,-8
-1,1,-3,0,-1,0,-120,8
1,4,7,0,0,0,-101,18
-1,-4,-7,0,0,0,101,-18
1,-5,-2,0,0,0,-59,9
-1,5,2,0,0,0,59,-9
1,38,32,1,0,0,-22,32
-1,-38,-32,-1,0,0,22,-32
1,19,10,0,-2,0,-72,8
-1,-19,-10,0,2,0,72,-8
1,4,-1,0,0,0,80,-1
-1,-4,1,0,0,0,-80,1
1,28,11,0,0,0,0,0
-1,-28,-11,0,0,0,0,0
1,-9,-2,0,-1,0,-27,5
-1,9,2,0,1,0,27,-5
1,5,2,0,1,0,92,4
-1,-5,-2,0,-1,0,-92,-4
1,5,0,0,0,0,-21,-4
-1,-5,0,0,0,0,21,4
1,33,17,0,0,0,0,4
-1,-33,-17,0,0,0,0,-4
1,24,11,0,0,0,0,1
-1,-24,-11,0,0,0,0,-1
1,32,22,1,-1,0,-128,11
-1,-32,-22,-1,1,0,128,-11
1,1,0,0,0,0,-72,2
-1,-1,0,0,0,0,72,-2
1,-4,3,0,-1,0,-113,-1
-1,4,-3,0,1,0,113,1
1,-1,5,0,1,0,178,6
-1,1,-5,0,-1,0,-178,-6
1,-2,5,0,3,0,173,13
-1,2,-5,0,-3,0,-173,-13
1,-17,7,0,2,0,163,17
-1,17,-7,0,-2,0,-163,-17
1,12,9,0,1,0,-58,7
-1,-12,-9,0,-1,0,58,-7
1,-21,-2,0,-1,0,-32,-11
-1,21,2,0,1,0,32,11
1,6,7,0,-2,0,132,6
-1,-6,-7,0,2,0,-132,-6
1,8,5,0,1,0,210,4
-1,-8,-5,0,-1,0,-210,-4
1,11,-1,0,-1,0,-32,3
-1,-11,1,0,1,0,32,-3
1,-7,4,0,1,0,191,2
-1,7,-4,0,-1,0,-191,-2
1,19,21,1,0,0,14,15
-1,-19,-21,-1,0,0,-14,-15
1,20,-1,0,0,0,-2,-1
-1,-20,1,0,0,0,2,1
1,-4,8,0,1,0,55,8
-1,4,-8,0,-1,0,-55,-8
1,9,17,0,2,0,-15,7
-1,-9,-17,0,-2,0,15,-7
1,12,13,0,1,1,82,15
-1,-12,-13,0,-1,-1,-82,-15
1,47,14,0,0,0,32,10
-1,-47,-14,0,0,0,-32,-10
1,-6,0,0,-1,0,-19,-3
-1,6,0,0,1,0,19,3
1,-4,2,0,-1,0,-21,11
-1,4,-2,0,1,0,21,-11
1,1,4,0,0,0,12,-7
-1,-1,-4,0,0,0,-12,7
1,4,-11,0,1,0,63,-7
-1,-4,11,0,-1,0,-63,7
1,18,-7,0,1,0,37,1
-1,-18,7,0,-1,0,-37,-1
1,6,18,1,0,0,7,5
-1,-6,-18,-1,0,0,-7,-5
1,-3,-9,0,0,0,5,5
-1,3,9,0,0,0,-5,-5
1,-6,2,0,0,0,0,1
-1,6,-2,0,0,0,0,-1
1,19,19,0,0,0,5,10
-1,-19,-19,0,0,0,-5,-10
1,-3,8,0,0,0,9,2
-1,3,-8,0,0,0,-9,-2
1,7,0,0,0,0,0,1
-1,-7,0,0,0,0,0,-1
1,21,6,0,0,0,12,1
-1,-21,-6,0,0,0,-12,-1
1,1,7,2,0,0,66,16
-1,-1,-7,-2,0,0,-66,-16
1,39,9,0,0,0,13,3
-1,-39,-9,0,0,0,-13,-3
1,6,4,0,1,0,178,-2
-1,-6,-4,0,-1,0,-178,2
1,-11,5,0,0,0,88,-5
-1,11,-5,0,0,0,-88,5
1,18,10,0,0,0,-126,10
-1,-18,-10,0,0,0,126,-10
1,78,16,0,1,0,22,9
-1,-78,-16,0,-1,0,-22,-9
1,3,-3,0,-1,1,5,-4
-1,-3,3,0,1,-1,-5,4
1,-9,6,0,0,1,-17,4
-1,9,-6,0,0,-1,17,-4
1,-12,1,0,1,0,43,3
-1,12,-1,0,-1,0,-43,-3
1,14,11,0,1,0,7,22
-1,-14,-11,0,-1,0,-7,-22
1,-16,-6,0,2,2,155,-8
-1,16,6,0,-2,-2,-155,8
1,0,-4,0,-1,0,-75,-4
-1,0,4,0,1,0,75,4
1,-2,7,0,0,1,3,8
-1,2,-7,0,0,-1,-3,-8
1,0,0,0,1,2,283,1
-1,0,0,0,-1,-2,-283,-1
1,8,9,0,1,0,49,16
-1,-8,-9,0,-1,0,-49,-16
1,-8,-8,0,0,0,87,3
-1,8,8,0,0,0,-87,-3
1,6,2,0,1,0,97,-10
-1,-6,-2,0,-1,0,-97,10
1,10,10,0,0,-1,123,14
-1,-10,-10,0,0,1,-123,-14
1,11,4,0,0,0,54,10
-1,-11,-4,0,0,0,-54,-10
1,32,11,0,-1,0,-27,1
-1,-32,-11,0,1,0,27,-1
1,10,12,0,-1,0,-54,6
-1,-10,-12,0,1,0,54,-6
2,16,21,0,1,3,228,18
-2,-16,-21,0,-1,-3,-228,-18
1,-12,10,0,-1,0,-46,0
-1,12,-10,0,1,0,46,0
1,-5,14,0,0,0,-151,0
-1,5,-14,0,0,0,151,0
1,28,-7,0,0,0,95,-3
-1,-28,7,0,0,0,-95,3
1,51,8,0,0,0,81,1
-1,-51,-8,0,0,0,-81,-1
1,-39,-6,0,0,0,-28,2
-1,39,6,0,0,0,28,-2
1,29,13,0,0,0,2,3
-1,-29,-13,0,0,0,-2,-3
1,-13,-3,0,0,0,152,9
-1,13,3,0,0,0,-152,-9
1,26,19,0,1,-1,74,12
-1,-26,-19,0,-1,1,-74,-12
1,7,-7,0,0,0,82,-8
-1,-7,7,0,0,0,-82,8
1,3,7,0,-1,0,-68,0
-1,-3,-7,0,1,0,68,0
1,-1,12,0,0,0,-59,2
-1,1,-12,0,0,0,59,-2
1,3,13,0,-1,0,-46,5
-1,-3,-13,0,1,0,46,-5
1,-4,4,0,-1,0,-87,-1
-1,4,-4,0,1,0,87,1
1,4,2,0,-1,0,-119,-4
-1,-4,-2,0,1,0,119,4
1,-4,3,0,1,0,89,4
-1,4,-3,0,-1,0,-89,-4
1,0,4,0,1,0,53,4
-1,0,-4,0,-1,0,-53,-4
1,3,10,0,2,0,112,8
-1,-3,-10,0,-2,0,-112,-8
1,-9,-1,0,0,0,-14,-3
-1,9,1,0,0,0,14,3
1,20,15,0,0,0,54,17
-1,-20,-15,0,0,0,-54,-17
1,-16,-3,0,1,0,150,-3
-1,16,3,0,-1,0,-150,3
1,28,12,0,0,0,-46,7
-1,-28,-12,0,0,0,46,-7
1,30,9,0,0,0,-58,7
-1,-30,-9,0,0,0,58,-7
1,23,4,0,-1,0,-37,3
-1,-23,-4,0,1,0,37,-3
1,-14,6,0,2,0,58,6
-1,14,-6,0,-2,0,-58,-6
1,6,14,0,1,0,-10,11
-1,-6,-14,0,-1,0,10,-11
1,3,4,0,1,0,41,-2
-1,-3,-4,0,-1,0,-41,2
1,-8,-7,0,0,0,166,1
-1,8,7,0,0,0,-166,-1
2,27,22,0,-1,0,239,25
-2,-27,-22,0,1,0,-239,-25
1,-5,4,0,4,1,216,4
-1,5,-4,0,-4,-1,-216,-4
2,11,13,0,3,1,263,14
-2,-11,-13,0,-3,-1,-263,-14
1,8,14,0,-2,0,-40,7
-1,-8,-14,0,2,0,40,-7
1,-2,7,0,0,0,5,8
-1,2,-7,0,0,0,-5,-8
1,1,-7,0,-1,0,-4,-3
-1,-1,7,0,1,0,4,3
1,-1,-8,0,0,0,-2,-1
-1,1,8,0,0,0,2,1
1,8,11,0,-1,-2,-12,10
-1,-8,-11,0,1,2,12,-10
1,3,3,0,-1,1,169,4
-1,-3,-3,0,1,-1,-169,-4
1,-4,4,0,0,1,145,3
-1,4,-4,0,0,-1,-145,-3
1,16,7,0,0,0,0,6
-1,-16,-7,0,0,0,0,-6
1,29,8,0,0,0,-8,8
-1,-29,-8,0,0,0,8,-8
1,19,10,0,1,0,181,9
-1,-19,-10,0,-1,0,-181,-9
1,49,17,0,0,0,0,10
-1,-49,-17,0,0,0,0,-10
1,-20,-6,0,0,0,0,-8
-1,20,6,0,0,0,0,8
1,-20,-13,0,0,0,2,-4
-1,20,13,0,0,0,-2,4
1,3,1,0,2,0,260,2
-1,-3,-1,0,-2,0,-260,-2
1,1,2,0,2,0,200,2
-1,-1,-2,0,-2,0,-200,-2
1,-3,2,0,-2,0,67,2
-1,3,-2,0,2,0,-67,-2
1,21,24,0,0,0,0,-1
-1,-21,-24,0,0,0,0,1
1,41,20,0,0,0,0,31
-1,-41,-20,0,0,0,0,-31
1,1,21,0,0,0,0,30
-1,-1,-21,0,0,0,0,-30
1,10,10,0,1,0,-32,6
-1,-10,-10,0,-1,0,32,-6
1,7,10,0,2,0,47,10
-1,-7,-10,0,-2,0,-47,-10
1,13,14,0,0,0,-16,10
-1,-13,-14,0,0,0,16,-10
1,-16,-7,0,1,0,103,-5
-1,16,7,0,-1,0,-103,5
1,50,28,0,0,0,1,20
-1,-50,-28,0,0,0,-1,-20
1,-1,0,0,1,0,254,1
-1,1,0,0,-1,0,-254,-1
1,10,13,1,0,0,28,4
-1,-10,-13,-1,0,0,-28,-4
1,-9,0,0,0,0,6,-1
-1,9,0,0,0,0,-6,1
1,-11,10,0,2,0,53,4
-1,11,-10,0,-2,0,-53,-4
1,-7,-5,0,2,0,100,0
-1,7,5,0,-2,0,-100,0
1,7,7,0,-1,3,-171,-3
-1,-7,-7,0,1,-3,171,3
1,0,-4,0,-2,0,-45,-3
-1,0,4,0,2,0,45,3
1,-7,6,0,1,0,92,2
-1,7,-6,0,-1,0,-92,-2
1,12,0,0,-1,1,-96,-1
-1,-12,0,0,1,-1,96,1
1,8,4,0,0,1,-130,8
-1,-8,-4,0,0,-1,130,-8
1,7,9,0,0,0,23,0
-1,-7,-9,0,0,0,-23,0
1,-6,-3,0,0,0,221,0
-1,6,3,0,0,0,-221,0
1,12,11,0,2,0,277,2
-1,-12,-11,0,-2,0,-277,-2
1,17,8,0,-2,0,-53,5
-1,-17,-8,0,2,0,53,-5
1,34,19,0,-1,0,-118,16
-1,-34,-19,0,1,0,118,-16
1,39,17,0,1,0,70,13
-1,-39,-17,0,-1,0,-70,-13
1,76,39,0,0,0,0,34
-1,-76,-39,0,0,0,0,-34
1,57,30,0,1,0,-8,32
-1,-57,-30,0,-1,0,8,-32
1,26,16,0,0,0,0,5
-1,-26,-16,0,0,0,0,-5
1,43,21,0,0,0,17,12
-1,-43,-21,0,0,0,-17,-12
1,32,10,0,0,0,-4,12
-1,-32,-10,0,0,0,4,-12
1,-14,0,0,4,0,62,2
-1,14,0,0,-4,0,-62,-2
1,-31,-12,0,2,1,56,-3
-1,31,12,0,-2,-1,-56,3
1,-23,-11,0,2,0,47,-4
-1,23,11,0,-2,0,-47,4
1,25,8,0,0,0,-3,14
-1,-25,-8,0,0,0,3,-14
1,-4,-4,0,2,-1,63,-4
-1,4,4,0,-2,1,-63,4
2,37,27,0,1,0,254,28
-2,-37,-27,0,-1,0,-254,-28
1,6,4,0,1,0,-18,2
-1,-6,-4,0,-1,0,18,-2
2,14,13,0,-1,1,193,12
-2,-14,-13,0,1,-1,-193,-12
1,-2,-1,0,2,0,200,0
-1,2,1,0,-2,0,-200,0
1,4,-5,0,1,0,220,-2
-1,-4,5,0,-1,0,-220,2
1,23,16,0,0,0,-52,8
-1,-23,-16,0,0,0,52,-8
1,22,15,0,-1,1,-90,11
-1,-22,-15,0,1,-1,90,-11
1,16,15,-1,0,-1,284,2
-1,-16,-15,1,0,1,-284,-2
1,40,12,0,1,0,70,7
-1,-40,-12,0,-1,0,-70,-7
1,-7,1,0,-1,0,-90,-1
-1,7,-1,0,1,0,90,1
1,10,3,0,1,0,220,0
-1,-10,-3,0,-1,0,-220,0
1,10,4,0,1,0,239,4
-1,-10,-4,0,-1,0,-239,-4
1,1,1,0,1,0,271,2
-1,-1,-1,0,-1,0,-271,-2
1,-13,-2,0,0,0,0,2
-1,13,2,0,0,0,0,-2
1,-13,-8,0,0,0,0,-1
-1,13,8,0,0,0,0,1
1,15,17,0,1,0,138,18
-1,-15,-17,0,-1,0,-138,-18
1,-35,-5,0,0,0,55,-4
-1,35,5,0,0,0,-55,4
1,28,13,0,-1,-1,-125,5
-1,-28,-13,0,1,1,125,-5
1,33,20,0,0,0,-3,18
-1,-33,-20,0,0,0,3,-18
1,28,13,0,-2,0,-94,6
-1,-28,-13,0,2,0,94,-6
1,-54,-30,0,0,0,18,-12
-1,54,30,0,0,0,-18,12
1,23,5,0,0,0,-22,3
-1,-23,-5,0,0,0,22,-3
1,12,8,0,1,0,79,7
-1,-12,-8,0,-1,0,-79,-7
1,9,6,0,1,0,-15,5
-1,-9,-6,0,-1,0,15,-5
1,-12,-4,0,-1,0,-69,-2
-1,12,4,0,1,0,69,2
1,14,8,0,0,0,-2,3
-1,-14,-8,0,0,0,2,-3
1,23,9,0,0,0,40,4
-1,-23,-9,0,0,0,-40,-4
1,35,17,0,0,0,-27,16
-1,-35,-17,0,0,0,27,-16
1,2,7,0,1,0,194,9
-1,-2,-7,0,-1,0,-194,-9
