Round score,Diff_Sig_Strikes_Attempted,Diff_Sig_Strikes_Landed,Diff_KD,Diff_TD,Diff_Sub_Attempts,Diff_Ctrl_Time,Diff_Head_Strikes
1,3,4,0,1,-1,187,4
-1,-3,-4,0,-1,1,-187,-4
1,42,34,0,2,0,280,33
-1,-42,-34,0,-2,0,-280,-33
1,11,7,0,2,0,123,4
-1,-11,-7,0,-2,0,-123,-4
1,6,3,0,0,-1,137,4
-1,-6,-3,0,0,1,-137,-4
1,11,8,0,-2,2,-135,1
-1,-11,-8,0,2,-2,135,-1
1,-2,-3,0,-1,0,11,7
-1,2,3,0,1,0,-11,-7
1,5,-1,0,1,0,234,1
-1,-5,1,0,-1,0,-234,-1
1,5,-4,0,0,0,0,8
-1,-5,4,0,0,0,0,-8
1,35,27,0,0,0,0,26
-1,-35,-27,0,0,0,0,-26
1,20,14,0,2,-1,116,15
-1,-20,-14,0,-2,1,-116,-15
1,51,26,0,1,0,8,26
-1,-51,-26,0,-1,0,-8,-26
1,17,11,0,0,0,127,5
-1,-17,-11,0,0,0,-127,-5
1,-6,-8,0,2,1,100,-4
-1,6,8,0,-2,-1,-100,4
1,13,9,0,1,3,257,5
-1,-13,-9,0,-1,-3,-257,-5
1,2,0,0,1,0,146,1
-1,-2,0,0,-1,0,-146,-1
1,7,8,0,3,0,105,6
-1,-7,-8,0,-3,0,-105,-6
1,-10,7,0,1,0,-14,6
-1,10,-7,0,-1,0,14,-6
1,5,1,0,-1,0,-75,-4
-1,-5,-1,0,1,0,75,4
1,2,2,0,1,0,126,2
-1,-2,-2,0,-1,0,-126,-2
1,-18,1,0,0,0,24,-6
-1,18,-1,0,0,0,-24,6
1,0,11,0,0,0,2,8
-1,0,-11,0,0,0,-2,-8
1,6,14,0,0,0,0,3
-1,-6,-14,0,0,0,0,-3
1,-6,7,0,0,0,0,6
-1,6,-7,0,0,0,0,-6
1,-2,-2,0,1,2,84,3
-1,2,2,0,-1,-2,-84,-3
1,25,9,0,0,0,21,8
-1,-25,-9,0,0,0,-21,-8
1,24,29,1,0,0,150,18
-1,-24,-29,-1,0,0,-150,-18
1,8,12,0,-1,-1,155,11
-1,-8,-12,0,1,1,-155,-11
1,19,18,0,0,0,184,11
-1,-19,-18,0,0,0,-184,-11
1,12,3,0,2,-1,204,4
-1,-12,-3,0,-2,1,-204,-4
1,-8,-1,0,0,0,-15,-12
-1,8,1,0,0,0,15,12
1,18,18,0,4,0,201,9
-1,-18,-18,0,-4,0,-201,-9
1,6,-3,0,1,0,50,-5
-1,-6,3,0,-1,0,-50,5
1,0,11,0,-1,0,-16,3
-1,0,-11,0,1,0,16,-3
1,-1,-7,0,0,0,33,1
-1,1,7,0,0,0,-33,-1
1,-16,-11,0,2,0,190,-5
-1,16,11,0,-2,0,-190,5
1,36,15,0,-2,0,-162,15
-1,-36,-15,0,2,0,162,-15
1,41,14,0,-1,0,-99,13
-1,-41,-14,0,1,0,99,-13
1,-9,5,0,1,0,84,4
-1,9,-5,0,-1,0,-84,-4
1,-20,-10,0,2,0,82,-4
-1,20,10,0,-2,0,-82,4
1,-45,-14,0,2,0,81,-4
-1,45,14,0,-2,0,-81,4
1,-11,5,1,0,1,96,4
-1,11,-5,-1,0,-1,-96,-4
1,11,5,0,1,2,250,5
-1,-11,-5,0,-1,-2,-250,-5
1,2,10,0,0,0,12,10
-1,-2,-10,0,0,0,-12,-10
1,18,7,1,0,0,16,8
-1,-18,-7,-1,0,0,-16,-8
1,-15,2,0,2,0,53,3
-1,15,-2,0,-2,0,-53,-3
1,-28,-6,0,0,0,2,-5
-1,28,6,0,0,0,-2,5
1,-7,-3,0,1,1,133,1
-1,7,3,0,-1,-1,-133,-1
1,11,13,0,0,0,2,1
-1,-11,-13,0,0,0,-2,-1
1,13,12,0,0,1,-103,6
-1,-13,-12,0,0,-1,103,-6
1,58,14,0,0,0,5,12
-1,-58,-14,0,0,0,-5,-12
1,46,17,0,0,0,59,9
-1,-46,-17,0,0,0,-59,-9
1,38,6,0,-1,0,-37,14
-1,-38,-6,0,1,0,37,-14
1,-4,0,0,0,-1,131,0
-1,4,0,0,0,1,-131,0
1,9,5,0,-1,0,29,1
-1,-9,-5,0,1,0,-29,-1
1,20,15,0,2,0,57,9
-1,-20,-15,0,-2,0,-57,-9
1,-1,4,0,-1,0,-102,1
-1,1,-4,0,1,0,102,-1
1,1,3,0,0,0,-25,0
-1,-1,-3,0,0,0,25,0
1,7,-6,0,-1,0,-5,-2
-1,-7,6,0,1,0,5,2
1,51,19,0,0,0,0,16
-1,-51,-19,0,0,0,0,-16
1,47,21,0,1,0,125,17
-1,-47,-21,0,-1,0,-125,-17
1,0,7,0,0,0,-1,2
-1,0,-7,0,0,0,1,-2
1,-11,6,0,0,0,-26,7
-1,11,-6,0,0,0,26,-7
1,-9,6,0,1,-4,21,3
-1,9,-6,0,-1,4,-21,-3
1,-3,-2,0,-1,0,85,0
-1,3,2,0,1,0,-85,0
1,-5,0,0,-1,0,-53,-4
-1,5,0,0,1,0,53,4
1,2,-2,0,-1,-1,-202,-4
-1,-2,2,0,1,1,202,4
1,21,5,0,1,-1,-7,-1
-1,-21,-5,0,-1,1,7,1
1,-25,7,0,0,0,19,8
-1,25,-7,0,0,0,-19,-8
1,26,12,0,-1,0,-25,12
-1,-26,-12,0,1,0,25,-12
1,-25,-7,0,1,0,50,-6
-1,25,7,0,-1,0,-50,6
1,-15,-5,0,0,0,-20,2
-1,15,5,0,0,0,20,-2
1,9,15,0,1,0,207,11
-1,-9,-15,0,-1,0,-207,-11
1,-9,2,0,3,0,119,5
-1,9,-2,0,-3,0,-119,-5
1,-13,1,0,3,0,111,-1
-1,13,-1,0,-3,0,-111,1
1,-27,-8,0,1,1,79,-7
-1,27,8,0,-1,-1,-79,7
1,-2,-4,0,2,2,-11,0
-1,2,4,0,-2,-2,11,0
1,-9,-7,0,0,0,130,-5
-1,9,7,0,0,0,-130,5
1,-6,2,0,1,0,143,4
-1,6,-2,0,-1,0,-143,-4
1,42,36,0,1,1,184,37
-1,-42,-36,0,-1,-1,-184,-37
1,26,17,1,0,1,52,4
-1,-26,-17,-1,0,-1,-52,-4
1,14,7,0,0,0,1,-4
-1,-14,-7,0,0,0,-1,4
1,-30,13,0,1,0,-54,12
-1,30,-13,0,-1,0,54,-12
1,-31,7,0,0,0,-40,7
-1,31,-7,0,0,0,40,-7
1,-28,1,0,0,0,59,4
-1,28,-1,0,0,0,-59,-4
1,4,3,0,-1,0,-65,-3
-1,-4,-3,0,1,0,65,3
1,-6,-8,0,3,-1,-58,1
-1,6,8,0,-3,1,58,-1
1,2,0,0,3,1,27,0
-1,-2,0,0,-3,-1,-27,0
1,14,-1,0,-1,0,-98,-5
-1,-14,1,0,1,0,98,5
1,35,9,0,0,0,1,-5
-1,-35,-9,0,0,0,-1,5
1,50,15,0,1,1,38,4
-1,-50,-15,0,-1,-1,-38,-4
1,-4,2,0,1,0,-39,1
-1,4,-2,0,-1,0,39,-1
1,13,-5,0,0,0,146,1
-1,-13,5,0,0,0,-146,-1
1,28,1,0,2,0,125,-3
-1,-28,-1,0,-2,0,-125,3
1,11,1,0,0,1,-26,-5
-1,-11,-1,0,0,-1,26,5
1,5,2,0,0,0,37,2
-1,-5,-2,0,0,0,-37,-2
1,14,16,0,-1,0,-38,3
-1,-14,-16,0,1,0,38,-3
1,9,4,0,0,0,102,9
-1,-9,-4,0,0,0,-102,-9
1,16,5,0,2,0,47,2
-1,-16,-5,0,-2,0,-47,-2
1,-1,7,0,0,0,0,0
-1,1,-7,0,0,0,0,0
1,22,9,0,1,0,121,5
-1,-22,-9,0,-1,0,-121,-5
1,18,9,1,-3,-1,77,9
-1,-18,-9,-1,3,1,-77,-9
1,11,5,0,1,0,274,6
-1,-11,-5,0,-1,0,-274,-6
1,0,1,0,1,0,201,2
-1,0,-1,0,-1,0,-201,-2
1,-13,0,0,1,0,137,2
-1,13,0,0,-1,0,-137,-2
1,36,14,0,0,0,0,7
-1,-36,-14,0,0,0,0,-7
1,21,2,0,1,0,1,-1
-1,-21,-2,0,-1,0,-1,1
1,28,13,1,1,0,36,4
-1,-28,-13,-1,-1,0,-36,-4
1,14,9,0,3,0,155,1
-1,-14,-9,0,-3,0,-155,-1
1,2,12,1,2,0,211,8
-1,-2,-12,-1,-2,0,-211,-8
1,7,11,0,2,0,148,3
-1,-7,-11,0,-2,0,-148,-3
1,26,27,0,-3,1,-85,14
-1,-26,-27,0,3,-1,85,-14
1,2,6,0,1,1,-11,10
-1,-2,-6,0,-1,-1,11,-10
1,1,7,0,0,1,-113,7
-1,-1,-7,0,0,-1,113,-7
1,10,14,0,3,0,151,10
-1,-10,-14,0,-3,0,-151,-10
1,28,20,0,0,0,79,14
-1,-28,-20,0,0,0,-79,-14
1,28,23,0,0,0,1,15
-1,-28,-23,0,0,0,-1,-15
1,40,16,0,0,-1,-21,13
-1,-40,-16,0,0,1,21,-13
1,28,19,0,0,0,-1,19
-1,-28,-19,0,0,0,1,-19
1,-6,-19,1,0,1,-7,-23
-1,6,19,-1,0,-1,7,23
1,-23,-10,0,0,0,2,-5
-1,23,10,0,0,0,-2,5
1,-4,-1,0,-2,1,-102,1
-1,4,1,0,2,-1,102,-1
2,-15,-5,0,-1,2,-18,-2
-2,15,5,0,1,-2,18,2
1,5,2,0,0,0,38,4
-1,-5,-2,0,0,0,-38,-4
1,-3,9,0,0,0,24,5
-1,3,-9,0,0,0,-24,-5
1,13,15,0,0,0,0,13
-1,-13,-15,0,0,0,0,-13
1,15,15,0,0,0,0,5
-1,-15,-15,0,0,0,0,-5
1,18,6,0,1,0,26,9
-1,-18,-6,0,-1,0,-26,-9
1,-29,-3,0,0,0,0,-1
-1,29,3,0,0,0,0,1
1,9,-9,0,1,0,7,3
-1,-9,9,0,-1,0,-7,-3
1,-9,11,0,0,0,4,-4
-1,9,-11,0,0,0,-4,4
1,-22,3,0,0,0,-5,-3
-1,22,-3,0,0,0,5,3
1,-11,1,0,0,0,23,2
-1,11,-1,0,0,0,-23,-2
1,-20,0,0,1,0,25,-2
-1,20,0,0,-1,0,-25,2
1,-6,10,0,1,0,24,12
-1,6,-10,0,-1,0,-24,-12
1,-21,-4,0,2,0,110,-3
-1,21,4,0,-2,0,-110,3
1,0,4,0,2,0,251,4
-1,0,-4,0,-2,0,-251,-4
1,1,3,0,3,0,260,2
-1,-1,-3,0,-3,0,-260,-2
1,-15,-11,0,3,0,190,-3
-1,15,11,0,-3,0,-190,3
1,16,11,0,0,0,-20,-2
-1,-16,-11,0,0,0,20,2
1,-7,-12,1,0,1,-195,-10
-1,7,12,-1,0,-1,195,10
1,19,23,0,-1,0,-31,25
-1,-19,-23,0,1,0,31,-25
1,21,24,0,0,0,-3,21
-1,-21,-24,0,0,0,3,-21
2,29,19,2,1,-1,194,20
-2,-29,-19,-2,-1,1,-194,-20
1,4,10,0,1,1,167,10
-1,-4,-10,0,-1,-1,-167,-10
1,15,7,0,0,3,119,7
-1,-15,-7,0,0,-3,-119,-7
1,-1,-3,0,1,0,65,0
-1,1,3,0,-1,0,-65,0
1,15,13,0,0,-1,260,11
-1,-15,-13,0,0,1,-260,-11
1,35,21,0,0,0,101,16
-1,-35,-21,0,0,0,-101,-16
1,35,27,0,3,1,134,15
-1,-35,-27,0,-3,-1,-134,-15
1,27,19,0,1,1,135,17
-1,-27,-19,0,-1,-1,-135,-17
2,60,42,0,2,0,265,32
-2,-60,-42,0,-2,0,-265,-32
1,11,3,0,1,0,206,1
-1,-11,-3,0,-1,0,-206,-1
1,19,9,0,-1,1,-46,9
-1,-19,-9,0,1,-1,46,-9
1,-9,4,0,-1,0,-158,5
-1,9,-4,0,1,0,158,-5
1,9,12,0,2,0,5,11
-1,-9,-12,0,-2,0,-5,-11
1,6,7,0,1,0,-11,10
-1,-6,-7,0,-1,0,11,-10
1,7,16,0,1,0,-9,14
-1,-7,-16,0,-1,0,9,-14
1,3,-2,0,1,0,51,-3
-1,-3,2,0,-1,0,-51,3
1,21,1,0,1,0,20,-2
-1,-21,-1,0,-1,0,-20,2
1,-5,5,0,0,0,22,3
-1,5,-5,0,0,0,-22,-3
1,10,8,0,1,1,221,12
-1,-10,-8,0,-1,-1,-221,-12
1,10,7,0,2,1,43,14
-1,-10,-7,0,-2,-1,-43,-14
1,4,3,0,2,1,265,2
-1,-4,-3,0,-2,-1,-265,-2
1,32,22,0,0,0,38,4
-1,-32,-22,0,0,0,-38,-4
1,18,15,0,-1,0,-28,-1
-1,-18,-15,0,1,0,28,1
1,4,12,0,1,0,13,-1
-1,-4,-12,0,-1,0,-13,1
1,17,9,0,0,1,152,9
-1,-17,-9,0,0,-1,-152,-9
1,13,4,0,1,0,253,3
-1,-13,-4,0,-1,0,-253,-3
1,3,4,0,-1,0,101,3
-1,-3,-4,0,1,0,-101,-3
1,-3,7,0,0,0,-6,-3
-1,3,-7,0,0,0,6,3
1,-6,1,0,1,0,-32,-3
-1,6,-1,0,-1,0,32,3
1,1,4,0,1,0,64,3
-1,-1,-4,0,-1,0,-64,-3
1,-1,-2,0,3,0,241,-3
-1,1,2,0,-3,0,-241,3
1,0,-2,0,2,0,85,-1
-1,0,2,0,-2,0,-85,1
1,13,9,0,-1,0,31,-2
-1,-13,-9,0,1,0,-31,2
1,4,-3,0,0,0,0,1
-1,-4,3,0,0,0,0,-1
1,4,0,0,0,0,0,2
-1,-4,0,0,0,0,0,-2
1,8,-1,0,0,0,0,2
-1,-8,1,0,0,0,0,-2
1,14,5,0,0,0,-135,10
-1,-14,-5,0,0,0,135,-10
1,-5,8,0,0,0,-11,0
-1,5,-8,0,0,0,11,0
1,2,-11,0,1,0,122,-1
-1,-2,11,0,-1,0,-122,1
1,10,12,0,0,0,135,0
-1,-10,-12,0,0,0,-135,0
1,11,2,0,1,0,177,0
-1,-11,-2,0,-1,0,-177,0
1,7,12,0,-1,0,-18,3
-1,-7,-12,0,1,0,18,-3
1,5,-10,0,-2,0,-6,-11
-1,-5,10,0,2,0,6,11
1,0,12,0,1,0,24,7
-1,0,-12,0,-1,0,-24,-7
1,27,-6,0,0,0,0,-10
-1,-27,6,0,0,0,0,10
1,10,12,0,0,0,106,4
-1,-10,-12,0,0,0,-106,-4
1,-6,8,0,2,-1,101,8
-1,6,-8,0,-2,1,-101,-8
1,17,23,0,0,0,95,14
-1,-17,-23,0,0,0,-95,-14
1,5,-2,0,-2,0,-124,-4
-1,-5,2,0,2,0,124,4
1,28,22,0,2,0,216,12
-1,-28,-22,0,-2,0,-216,-12
1,30,22,0,0,0,73,5
-1,-30,-22,0,0,0,-73,-5
1,1,-4,0,1,-1,38,1
-1,-1,4,0,-1,1,-38,-1
1,24,23,0,2,0,174,6
-1,-24,-23,0,-2,0,-174,-6
1,36,27,0,1,0,175,20
-1,-36,-27,0,-1,0,-175,-20
1,-1,-2,0,0,0,146,-3
-1,1,2,0,0,0,-146,3
1,18,19,0,0,0,-83,15
-1,-18,-19,0,0,0,83,-15
1,16,13,0,2,0,133,15
-1,-16,-13,0,-2,0,-133,-15
1,-4,8,0,0,0,-31,5
-1,4,-8,0,0,0,31,-5
1,6,13,0,2,0,112,15
-1,-6,-13,0,-2,0,-112,-15
1,-2,4,0,-1,0,44,4
-1,2,-4,0,1,0,-44,-4
1,18,22,0,0,0,8,19
-1,-18,-22,0,0,0,-8,-19
1,24,31,0,0,0,51,26
-1,-24,-31,0,0,0,-51,-26
1,3,30,0,1,0,45,26
-1,-3,-30,0,-1,0,-45,-26
1,20,29,0,0,0,51,5
-1,-20,-29,0,0,0,-51,-5
1,15,14,1,1,0,277,10
-1,-15,-14,-1,-1,0,-277,-10
1,8,10,0,0,-1,258,3
-1,-8,-10,0,0,1,-258,-3
1,11,3,0,1,0,19,1
-1,-11,-3,0,-1,0,-19,-1
1,11,-6,0,0,0,8,1
-1,-11,6,0,0,0,-8,-1
1,-4,-14,0,2,0,78,-4
-1,4,14,0,-2,0,-78,4
1,-2,-7,0,1,0,90,-4
-1,2,7,0,-1,0,-90,4
1,12,13,0,0,0,0,4
-1,-12,-13,0,0,0,0,-4
1,-23,-6,0,1,0,14,-1
-1,23,6,0,-1,0,-14,1
1,3,9,0,1,0,3,6
-1,-3,-9,0,-1,0,-3,-6
1,6,10,0,2,0,118,10
-1,-6,-10,0,-2,0,-118,-10
1,21,17,0,1,0,227,18
-1,-21,-17,0,-1,0,-227,-18
1,42,23,1,1,-1,217,21
-1,-42,-23,-1,-1,1,-217,-21
1,3,-3,0,-1,1,-238,-1
-1,-3,3,0,1,-1,238,1
1,2,2,0,-1,0,-89,15
-1,-2,-2,0,1,0,89,-15
1,6,4,0,0,0,-31,10
-1,-6,-4,0,0,0,31,-10
1,-7,-10,0,1,0,36,-13
-1,7,10,0,-1,0,-36,13
1,45,12,0,3,0,133,6
-1,-45,-12,0,-3,0,-133,-6
1,-1,2,0,6,2,50,1
-1,1,-2,0,-6,-2,-50,-1
1,2,5,0,5,0,218,2
-1,-2,-5,0,-5,0,-218,-2
1,9,5,0,9,0,264,5
-1,-9,-5,0,-9,0,-264,-5
1,-3,-3,0,1,0,174,2
-1,3,3,0,-1,0,-174,-2
1,13,7,0,0,0,72,2
-1,-13,-7,0,0,0,-72,-2
1,-3,-5,0,-1,0,-92,0
-1,3,5,0,1,0,92,0
1,-8,5,0,2,-1,133,2
-1,8,-5,0,-2,1,-133,-2
1,-8,6,0,2,1,234,3
-1,8,-6,0,-2,-1,-234,-3
2,10,13,0,2,0,162,5
-2,-10,-13,0,-2,0,-162,-5
1,-23,8,0,-1,0,-87,-2
-1,23,-8,0,1,0,87,2
1,-26,1,0,-2,0,7,-3
-1,26,-1,0,2,0,-7,3
1,38,11,0,0,0,38,20
-1,-38,-11,0,0,0,-38,-20
1,1,2,0,0,2,2,2
-1,-1,-2,0,0,-2,-2,-2
1,14,7,0,0,0,111,0
-1,-14,-7,0,0,0,-111,0
1,14,10,0,1,0,162,7
-1,-14,-10,0,-1,0,-162,-7
1,12,3,0,1,0,103,4
-1,-12,-3,0,-1,0,-103,-4
1,22,17,1,3,0,266,14
-1,-22,-17,-1,-3,0,-266,-14
1,25,18,0,1,1,141,20
-1,-25,-18,0,-1,-1,-141,-20
1,-6,-6,0,1,0,126,-1
-1,6,6,0,-1,0,-126,1
1,15,7,0,-1,0,10,4
-1,-15,-7,0,1,0,-10,-4
1,8,3,0,1,0,-4,2
-1,-8,-3,0,-1,0,4,-2
1,-10,0,0,2,0,148,-1
-1,10,0,0,-2,0,-148,1
1,29,21,0,0,0,48,5
-1,-29,-21,0,0,0,-48,-5
2,68,50,0,1,0,31,24
-2,-68,-50,0,-1,0,-31,-24
1,-10,1,0,2,0,210,1
-1,10,-1,0,-2,0,-210,-1
1,-15,-1,0,1,0,198,1
-1,15,1,0,-1,0,-198,-1
1,39,16,0,0,1,-41,12
-1,-39,-16,0,0,-1,41,-12
1,7,10,0,0,0,0,8
-1,-7,-10,0,0,0,0,-8
1,36,26,0,0,0,0,18
-1,-36,-26,0,0,0,0,-18
1,32,28,0,0,0,8,27
-1,-32,-28,0,0,0,-8,-27
1,35,21,0,-1,0,-6,23
-1,-35,-21,0,1,0,6,-23
1,51,16,0,0,0,28,19
-1,-51,-16,0,0,0,-28,-19
1,31,13,0,0,0,13,16
-1,-31,-13,0,0,0,-13,-16
1,24,17,0,0,0,-22,20
-1,-24,-17,0,0,0,22,-20
0,-12,-1,0,0,0,7,-6
0,12,1,0,0,0,-7,6
0,2,-1,0,0,0,0,-2
0,-2,1,0,0,0,0,2
1,6,6,0,2,4,248,6
-1,-6,-6,0,-2,-4,-248,-6
1,-7,2,0,2,0,235,3
-1,7,-2,0,-2,0,-235,-3
1,-22,7,0,1,0,48,8
-1,22,-7,0,-1,0,-48,-8
1,12,-2,0,1,0,5,0
-1,-12,2,0,-1,0,-5,0
1,-6,2,0,0,0,0,1
-1,6,-2,0,0,0,0,-1
1,-3,8,0,0,0,44,3
-1,3,-8,0,0,0,-44,-3
1,8,7,0,0,0,-2,1
-1,-8,-7,0,0,0,2,-1
1,12,-6,0,0,0,1,1
-1,-12,6,0,0,0,-1,-1
1,17,17,0,0,0,146,7
-1,-17,-17,0,0,0,-146,-7
1,8,11,0,0,0,151,6
-1,-8,-11,0,0,0,-151,-6
1,11,7,0,0,0,139,9
-1,-11,-7,0,0,0,-139,-9
1,-4,-9,0,0,0,100,-3
-1,4,9,0,0,0,-100,3
1,4,11,0,-1,0,-56,1
-1,-4,-11,0,1,0,56,-1
1,1,0,0,1,0,153,1
-1,-1,0,0,-1,0,-153,-1
1,-10,-1,0,1,0,40,4
-1,10,1,0,-1,0,-40,-4
1,19,14,0,3,0,224,8
-1,-19,-14,0,-3,0,-224,-8
1,10,6,0,-2,0,-160,7
-1,-10,-6,0,2,0,160,-7
1,7,16,0,0,0,6,8
-1,-7,-16,0,0,0,-6,-8
1,13,18,0,0,0,0,17
-1,-13,-18,0,0,0,0,-17
1,18,28,0,-1,0,-31,26
-1,-18,-28,0,1,0,31,-26
1,11,1,0,1,0,-43,4
-1,-11,-1,0,-1,0,43,-4
1,23,0,0,0,0,28,2
-1,-23,0,0,0,0,-28,-2
1,16,-4,0,0,0,139,0
-1,-16,4,0,0,0,-139,0
1,-20,2,0,0,0,3,-1
-1,20,-2,0,0,0,-3,1
1,-24,-12,0,0,0,-20,-6
-1,24,12,0,0,0,20,6
1,-14,-9,0,2,0,156,-4
-1,14,9,0,-2,0,-156,4
1,7,9,0,1,0,3,2
-1,-7,-9,0,-1,0,-3,-2
1,13,5,0,2,0,151,4
-1,-13,-5,0,-2,0,-151,-4
1,22,19,0,3,0,115,5
-1,-22,-19,0,-3,0,-115,-5
1,17,8,0,3,0,249,6
-1,-17,-8,0,-3,0,-249,-6
1,29,14,0,1,1,60,6
-1,-29,-14,0,-1,-1,-60,-6
1,16,6,0,1,0,185,4
-1,-16,-6,0,-1,0,-185,-4
1,8,5,0,2,0,102,-2
-1,-8,-5,0,-2,0,-102,2
1,0,7,0,0,0,17,0
-1,0,-7,0,0,0,-17,0
1,7,2,0,0,0,47,6
-1,-7,-2,0,0,0,-47,-6
1,17,11,0,3,0,290,8
-1,-17,-11,0,-3,0,-290,-8
1,9,15,0,1,0,196,9
-1,-9,-15,0,-1,0,-196,-9
1,12,13,0,2,0,90,9
-1,-12,-13,0,-2,0,-90,-9
1,-7,13,0,2,-1,132,15
-1,7,-13,0,-2,1,-132,-15
1,0,12,0,1,0,80,9
-1,0,-12,0,-1,0,-80,-9
1,-5,-1,0,4,0,114,1
-1,5,1,0,-4,0,-114,-1
1,-22,-1,0,4,0,160,3
-1,22,1,0,-4,0,-160,-3
1,47,10,0,-4,0,-183,5
-1,-47,-10,0,4,0,183,-5
1,-1,12,0,0,0,0,-4
-1,1,-12,0,0,0,0,4
1,-3,-10,0,0,0,2,-1
-1,3,10,0,0,0,-2,1
1,24,0,0,0,0,18,12
-1,-24,0,0,0,0,-18,-12
1,-2,3,0,0,0,-8,10
-1,2,-3,0,0,0,8,-10
1,4,7,0,1,0,87,10
-1,-4,-7,0,-1,0,-87,-10
1,8,0,0,1,0,65,3
-1,-8,0,0,-1,0,-65,-3
1,7,11,0,-1,0,-82,9
-1,-7,-11,0,1,0,82,-9
1,-7,-1,0,0,0,56,4
-1,7,1,0,0,0,-56,-4
1,40,21,0,3,0,95,16
-1,-40,-21,0,-3,0,-95,-16
1,13,1,0,0,0,2,1
-1,-13,-1,0,0,0,-2,-1
1,-8,5,0,0,0,0,4
-1,8,-5,0,0,0,0,-4
1,18,31,0,0,0,11,23
-1,-18,-31,0,0,0,-11,-23
1,-9,-2,0,1,0,176,4
-1,9,2,0,-1,0,-176,-4
1,2,-1,0,1,1,-4,2
-1,-2,1,0,-1,-1,4,-2
1,8,2,0,1,0,-8,2
-1,-8,-2,0,-1,0,8,-2
1,-9,-6,0,2,1,17,-7
-1,9,6,0,-2,-1,-17,7
1,-16,-4,0,0,0,0,-5
-1,16,4,0,0,0,0,5
1,10,6,0,0,0,0,7
-1,-10,-6,0,0,0,0,-7
1,7,1,0,2,0,98,-5
-1,-7,-1,0,-2,0,-98,5
1,14,9,0,1,0,140,14
-1,-14,-9,0,-1,0,-140,-14
1,21,18,0,0,0,207,15
-1,-21,-18,0,0,0,-207,-15
1,7,3,0,3,0,150,3
-1,-7,-3,0,-3,0,-150,-3
1,10,8,0,1,1,246,6
-1,-10,-8,0,-1,-1,-246,-6
1,2,2,0,0,0,46,1
-1,-2,-2,0,0,0,-46,-1
1,-1,5,0,1,0,160,4
-1,1,-5,0,-1,0,-160,-4
1,5,5,0,1,0,237,5
-1,-5,-5,0,-1,0,-237,-5
1,30,8,0,1,1,275,3
-1,-30,-8,0,-1,-1,-275,-3
1,16,13,0,-1,0,-39,15
-1,-16,-13,0,1,0,39,-15
1,37,23,0,0,0,-20,19
-1,-37,-23,0,0,0,20,-19
1,-29,-11,0,0,0,0,-17
-1,29,11,0,0,0,0,17
1,8,12,0,-1,0,-77,3
-1,-8,-12,0,1,0,77,-3
1,0,-6,0,1,1,174,-3
-1,0,6,0,-1,-1,-174,3
1,20,12,0,0,0,-83,5
-1,-20,-12,0,0,0,83,-5
1,-2,-1,0,0,0,172,-3
-1,2,1,0,0,0,-172,3
1,-2,3,0,0,0,144,2
-1,2,-3,0,0,0,-144,-2
1,5,-2,1,1,0,135,0
-1,-5,2,-1,-1,0,-135,0
1,-10,-2,0,1,0,5,4
-1,10,2,0,-1,0,-5,-4
1,-1,5,0,0,0,0,5
-1,1,-5,0,0,0,0,-5
1,-1,-4,0,1,0,113,-3
-1,1,4,0,-1,0,-113,3
1,102,59,0,0,0,46,36
-1,-102,-59,0,0,0,-46,-36
1,44,26,0,0,0,14,17
-1,-44,-26,0,0,0,-14,-17
1,36,18,0,2,0,224,18
-1,-36,-18,0,-2,0,-224,-18
1,-16,-12,0,1,1,216,-9
-1,16,12,0,-1,-1,-216,9
1,-7,-6,0,1,0,189,6
-1,7,6,0,-1,0,-189,-6
1,2,0,0,2,0,262,1
-1,-2,0,0,-2,0,-262,-1
1,-8,-6,1,0,-1,-53,-13
-1,8,6,-1,0,1,53,13
1,-3,-11,0,-1,1,9,-11
-1,3,11,0,1,-1,-9,11
1,42,43,1,0,0,127,38
-1,-42,-43,-1,0,0,-127,-38
1,9,3,0,0,0,181,6
-1,-9,-3,0,0,0,-181,-6
1,-19,0,0,1,0,-74,6
-1,19,0,0,-1,0,74,-6
1,0,4,0,1,0,-17,3
-1,0,-4,0,-1,0,17,-3
1,0,14,0,0,0,-97,8
-1,0,-14,0,0,0,97,-8
1,23,19,0,1,0,11,10
-1,-23,-19,0,-1,0,-11,-10
1,12,15,0,2,0,67,12
-1,-12,-15,0,-2,0,-67,-12
1,27,18,0,-1,-1,-43,19
-1,-27,-18,0,1,1,43,-19
1,36,17,0,0,0,11,23
-1,-36,-17,0,0,0,-11,-23
1,41,38,0,-2,1,0,29
-1,-41,-38,0,2,-1,0,-29
1,3,4,0,-1,0,-99,11
-1,-3,-4,0,1,0,99,-11
1,-16,-6,0,-1,0,-107,-4
-1,16,6,0,1,0,107,4
1,-1,2,0,2,0,145,0
-1,1,-2,0,-2,0,-145,0
1,28,6,0,-1,0,-55,0
-1,-28,-6,0,1,0,55,0
1,22,14,0,1,0,240,18
-1,-22,-14,0,-1,0,-240,-18
1,-37,-9,0,0,0,31,-5
-1,37,9,0,0,0,-31,5
1,29,18,1,0,0,193,19
-1,-29,-18,-1,0,0,-193,-19
1,23,11,0,1,0,172,14
-1,-23,-11,0,-1,0,-172,-14
1,33,22,0,1,0,38,11
-1,-33,-22,0,-1,0,-38,-11
1,-7,-4,0,-1,0,-148,-3
-1,7,4,0,1,0,148,3
1,31,21,1,0,0,240,21
