Number_of_Rounds,Opponent_A_Wins,Method,Opponent_A,Total_Strikes_Attempted_(A),Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Opponent_B,Total_Strikes_Attempted_(B),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision2,Decision3,Winner,Opponent_A_dec,Rd1A,Rd2A,Rd3A,Rd4A,Rd5A,Rd1B,Rd2B,Rd3B,Rd4B,Rd5B,Rd1C,Rd2C,Rd3C,Rd4C,Rd5C,Media score ratio of agreement,Rd1 Fans,Rd2 Fans,Rd3 Fans,Rd4 Fans,Rd5 Fans
3,1,3,Lerone Murphy,183,58,33,0,0,0,0:59,18,44,25,0,1,0,1:14,13,59,35,0,0,0,0:05,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Gabriel Santos,141,54,36,0,2,0,0:39,16,32,13,0,1,0,1:45,8,36,20,0,2,0,1:36,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Murphy,Lerone Murphy,-1,-1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.105,-0.788,-0.694,0.659,nan,nan
3,1,3,Joanne Wood,278,62,38,0,0,0,0:32,13,60,33,0,1,0,1:07,16,106,60,0,1,0,0:11,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Luana Carolina,222,65,38,0,0,0,0:31,15,53,24,0,0,0,0:11,14,81,38,0,0,0,0:00,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,29 28,28 29,Wood,Joanne Wood,1,1,-1,--,--,1,1,1,--,--,-1,1,-1,--,--,1.0,0.81,0.69,0.666,nan,nan
3,0,3,Jai Herbert,168,30,11,0,0,0,0:05,5,28,15,0,0,0,0:23,2,32,17,0,1,0,2:26,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ludovit Klein,132,24,11,0,1,0,1:53,7,29,11,0,0,0,0:49,7,44,25,0,1,0,0:32,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,28 28,28 28,DRAW,Jai Herbert,1,-1,-1,--,--,1,1,-1,--,--,1,-1,-1,--,--,0.778,-0.968,-0.968,-0.062,nan,nan
3,0,2,Juliana Miller,98,45,19,0,0,0,0:46,12,20,8,0,0,2,0:19,7,14,3,0,0,1,0:14,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Veronica Hardy,95,35,26,0,0,0,0:42,19,19,16,0,0,0,3:45,14,23,20,0,4,0,3:09,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Hardy,Veronica Hardy,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,1.0,1.0,1.026,nan,nan
5,0,2,Petr Yan,155,25,13,0,0,0,0:00,4,35,18,0,1,0,0:32,6,27,8,0,0,0,0:27,5,31,21,0,0,0,0:47,15,25,15,0,0,0,0:04,11,Merab Dvalishvili,401,62,22,0,1,0,1:10,12,80,35,0,3,0,0:59,19,46,15,0,1,0,1:34,10,75,38,0,1,0,1:01,24,75,37,0,5,0,2:09,26,45 50,45 50,45 50,Dvalishvili,Merab Dvalishvili,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.82,0.862,0.719,0.856,0.963
3,0,2,Said Nurmagomedov,134,35,21,0,1,2,0:59,8,25,16,0,1,0,0:46,9,18,10,0,1,0,2:36,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jonathan Martinez,96,21,13,0,0,0,2:04,4,22,15,0,0,0,2:16,6,12,10,0,0,1,1:49,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Martinez,Jonathan Martinez,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.235,-0.963,0.487,-0.295,nan,nan
3,1,2,Vitor Petrino,104,46,24,0,2,0,2:25,16,22,10,0,2,0,1:36,8,14,5,0,3,1,2:12,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Anton Turkalj,95,19,10,0,0,0,0:32,2,18,10,0,3,0,2:09,6,19,13,0,2,0,1:59,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,27 30,27 30,Petrino,Vitor Petrino,1,1,1,--,--,1,1,1,--,--,2,1,1,--,--,1.0,0.935,-0.544,0.739,nan,nan
3,1,2,Karl Williams,168,24,16,0,3,0,2:14,11,23,12,1,4,0,3:42,11,11,10,0,1,0,4:17,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Lukasz Brzeski,72,23,13,0,0,0,0:10,10,14,7,0,0,0,0:16,6,9,6,0,0,0,0:03,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,27 30,Williams,Karl Williams,1,1,1,--,--,1,1,2,--,--,1,1,2,--,--,1.0,nan,nan,nan,nan,nan
3,1,3,Victor Henry,281,53,29,0,0,0,0:01,11,107,71,0,0,0,0:55,42,84,54,0,0,2,0:24,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Tony Gravely,169,42,22,0,1,0,1:33,9,37,17,0,2,0,1:26,14,75,36,0,0,0,0:23,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,29 28,Henry,Victor Henry,1,1,1,--,--,1,1,-1,--,--,-1,1,-1,--,--,0.778,-0.462,1.0,-0.519,nan,nan
3,1,2,Ariane Lipski,216,67,35,0,0,0,0:00,17,73,35,0,0,0,0:00,15,64,31,0,2,0,0:19,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,JJ Aldrich,106,20,11,0,0,0,0:25,9,39,20,0,0,0,0:00,18,40,18,0,0,0,0:51,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Lipski,Ariane Lipski,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Carlston Harris,194,84,43,0,0,0,0:13,34,10,7,0,1,0,4:44,5,16,13,0,4,0,4:41,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jared Gooden,126,71,44,0,0,0,0:02,20,6,4,0,0,0,0:00,0,7,3,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Harris,Carlston Harris,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,3,Mateusz Gamrot,109,14,9,0,2,0,2:26,4,17,13,0,1,0,1:35,7,11,7,0,1,0,2:51,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jalin Turner,119,31,12,1,0,0,0:24,8,48,18,0,0,0,0:08,11,18,10,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,27 30,Gamrot,Mateusz Gamrot,-1,1,1,--,--,1,-1,-1,--,--,1,1,1,--,--,0.885,-0.252,0.077,0.81,nan,nan
3,1,2,Cody Garbrandt,40,19,17,0,0,0,0:00,2,6,5,0,2,0,2:20,3,8,4,0,0,0,0:12,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Trevin Jones,79,24,7,0,0,0,0:00,1,9,2,0,0,1,0:35,0,36,11,0,1,0,1:04,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Garbrandt,Cody Garbrandt,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,1.016,1.0,-0.936,nan,nan
3,0,2,Viviane Araujo,162,48,18,0,0,1,0:00,13,8,4,0,0,0,0:00,3,59,24,0,0,1,0:00,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Amanda Ribas,320,71,31,0,1,0,2:25,20,15,9,0,0,0,4:40,7,97,58,0,1,0,1:15,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,27 30,27 29,Ribas,Amanda Ribas,-1,2,1,--,--,1,2,1,--,--,1,1,1,--,--,1.0,-0.4,1.8,0.9,nan,nan
3,0,3,Mana Martinez,160,67,28,0,0,0,0:00,19,45,18,0,0,0,0:00,10,36,14,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cameron Saaiman,272,85,40,0,0,0,0:00,14,71,32,1,0,0,2:12,22,84,45,0,1,0,1:55,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 29,27 28,28 28,Saaiman,Cameron Saaiman,-1,1,2,--,--,-2,1,1,--,--,-2,1,2,--,--,0.895,-0.067,1.156,1.267,nan,nan
3,0,2,Da'Mon Blackshear,164,36,9,0,0,0,0:11,1,36,15,0,1,0,1:30,7,45,22,0,0,1,0:57,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Farid Basharat,115,31,17,0,1,0,1:41,8,30,21,0,1,0,1:36,13,35,20,0,1,0,2:11,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Basharat,Farid Basharat,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,0.764,0.706,0.029,nan,nan
3,0,2,Esteban Ribovics,162,32,14,0,0,0,0:00,10,47,25,1,0,0,0:04,18,50,27,0,0,1,0:27,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Loik Radzhabov,117,23,8,0,4,0,3:00,7,28,13,0,4,0,2:24,11,34,19,0,3,0,2:15,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Radzhabov,Loik Radzhabov,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.706,0.934,-0.778,0.288,nan,nan
3,1,2,Augusto Sakai,173,38,19,0,0,0,2:58,10,27,16,0,0,0,2:52,6,30,18,0,1,0,3:01,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Don'Tale Mayes,121,20,13,0,0,0,0:53,4,15,4,0,0,0,1:06,2,27,12,0,0,0,0:47,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Sakai,Augusto Sakai,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Jasmine Jasudavicius,215,22,8,0,1,0,2:58,5,12,6,0,2,0,4:22,2,20,10,0,1,0,4:11,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Gabriella Fernandes,86,27,12,0,0,0,0:00,5,13,9,0,0,0,0:04,3,16,5,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,26 30,Jasudavicius,Jasmine Jasudavicius,1,2,1,--,--,1,2,1,--,--,1,2,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,3,Ode Osbourne,157,62,23,0,0,0,0:00,5,48,11,0,1,0,1:06,4,44,14,0,2,0,1:47,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Charles Johnson,147,38,21,0,1,0,0:32,6,39,16,0,0,0,0:33,12,50,23,0,0,0,0:13,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Osbourne,Ode Osbourne,1,-1,-1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.786,nan,nan,nan,nan,nan
3,0,3,Rafael Alves,36,9,4,0,0,0,0:00,1,3,0,0,0,1,0:00,0,5,2,0,0,1,1:18,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nurullo Aliev,140,6,0,0,1,0,3:27,0,10,6,0,1,0,4:13,6,29,13,0,1,0,3:11,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,27 29,28 28,Aliev,Nurullo Aliev,-1,1,1,--,--,-1,1,1,--,--,-2,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Jordan Wright,261,7,5,0,0,0,0:00,1,19,7,0,0,0,0:10,5,52,17,0,0,0,0:03,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Zac Pauga,114,26,22,0,0,0,4:32,8,22,15,0,0,0,3:27,10,37,22,0,0,0,0:41,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Pauga,Zac Pauga,1,1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Josh Parisian,137,28,12,0,0,0,0:00,7,39,13,0,0,0,0:29,6,46,12,0,1,0,0:43,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jamal Pogues,79,18,7,0,2,0,2:54,6,14,8,0,2,0,1:20,8,28,18,0,1,0,1:35,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Pogues,Jamal Pogues,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.733,nan,nan,nan,nan,nan
3,0,2,William Knight,33,10,3,0,0,0,0:00,0,10,1,0,0,0,0:00,0,13,4,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marcin Prachnio,144,48,26,0,0,0,0:00,1,49,29,0,0,0,0:00,5,47,24,0,0,0,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Prachnio,Marcin Prachnio,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,1.2,1.25,1.25,nan,nan
3,0,2,Jim Miller,186,70,24,0,0,0,0:00,12,50,16,0,0,0,0:01,9,65,27,0,0,1,0:39,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Alexander Hernandez,238,66,32,0,0,0,0:00,14,74,34,0,0,0,0:00,21,94,42,0,0,0,0:23,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Hernandez,Alexander Hernandez,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.588,-0.848,1.0,-0.064,nan,nan
3,1,2,Jamall Emmers,170,55,24,0,0,0,0:01,5,65,27,0,0,0,1:19,14,24,11,0,1,0,3:25,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Khusein Askhabov,127,49,14,0,0,0,0:28,6,54,13,0,0,0,0:00,8,11,3,0,0,0,0:30,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Emmers,Jamall Emmers,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
5,1,2,Islam Makhachev,135,16,10,0,1,0,2:04,5,32,19,0,1,0,0:57,12,22,16,0,1,0,0:35,10,9,4,0,1,0,3:25,3,16,8,0,0,0,0:36,6,Alexander Volkanovski,255,23,11,0,0,0,0:00,4,34,19,0,0,0,0:53,8,37,14,0,0,0,0:29,7,13,6,0,0,0,0:00,4,36,20,1,0,0,1:33,14,47 48,47 48,46 49,Makhachev,Islam Makhachev,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,0.793,0.892,0.187,-0.585,0.706,-1.011
3,0,3,Jimmy Crute,103,26,10,0,4,1,2:31,8,23,10,0,1,2,1:30,9,13,11,0,1,0,3:54,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Alonzo Menifield,127,28,23,1,0,0,1:32,22,38,25,1,0,0,2:23,23,17,8,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,28 28,28 28,DRAW,Jimmy Crute,-1,-1,2,--,--,-1,1,2,--,--,-1,-1,2,--,--,0.85,-1.04,-1.045,-1.904,nan,nan
3,0,2,Tyson Pedro,90,19,8,0,2,0,1:46,5,25,18,0,0,0,0:27,5,37,19,0,0,0,0:48,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Modestas Bukauskas,121,25,10,0,0,0,0:00,6,35,11,0,0,0,0:14,3,49,23,0,0,0,0:43,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Bukauskas,Modestas Bukauskas,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.889,0.033,0.458,0.949,nan,nan
3,1,2,Jamie Mullarkey,126,20,15,0,2,0,3:39,10,49,25,0,0,0,0:00,11,35,19,0,1,0,1:08,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Francisco Prado,78,12,7,0,0,0,0:00,5,38,13,0,0,0,0:00,7,25,8,0,0,1,0:10,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Mullarkey,Jamie Mullarkey,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Jack Jenkins,150,59,34,0,0,0,0:00,13,33,23,0,2,0,1:59,11,31,25,0,2,0,4:01,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Don Shainis,187,55,25,0,0,0,0:46,9,28,15,0,1,0,1:30,10,19,10,0,0,2,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Jenkins,Jack Jenkins,1,1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,1.0,0.87,1.032,nan,nan
3,0,2,Shane Young,197,30,16,0,0,0,0:00,3,66,27,0,0,0,0:03,15,100,37,0,0,0,0:00,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Blake Bilder,206,33,19,0,1,0,1:43,8,54,37,0,0,0,0:00,15,103,55,0,0,0,0:00,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Bilder,Blake Bilder,1,1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,3,Zubaira Tukhugov,172,43,17,0,0,0,0:00,14,78,36,0,0,0,0:00,34,48,17,0,0,0,2:11,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Elves Brener,170,67,24,0,0,0,0:00,6,52,23,0,0,0,0:00,10,38,22,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,27 30,Brener,Elves Brener,1,-1,1,--,--,1,1,1,--,--,-1,-1,1,--,--,0.0,-0.246,-0.889,-0.396,nan,nan
3,0,2,Da Woon Jung,78,15,5,0,0,0,2:06,5,12,6,0,0,0,2:16,2,25,7,0,1,0,1:26,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Devin Clark,136,15,10,0,1,0,2:09,4,18,10,0,1,0,1:25,4,37,19,0,1,0,1:28,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Clark,Devin Clark,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Marcin Tybura,133,45,22,0,0,0,0:00,5,57,17,0,0,0,0:00,7,1,1,0,1,0,4:55,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Blagoy Ivanov,113,41,12,0,0,0,0:00,8,72,22,0,0,0,0:00,16,0,0,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Tybura,Marcin Tybura,1,-1,1,--,--,1,1,1,--,--,1,-1,1,--,--,0.818,-0.183,-0.5,1.025,nan,nan
3,0,3,Dooho Choi,114,7,3,0,0,0,2:24,0,46,24,0,0,0,0:35,10,25,23,0,0,0,0:59,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kyle Nelson,80,4,1,0,1,0,1:56,1,49,16,0,0,0,0:03,8,5,3,0,4,0,3:35,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,28 28,28 28,DRAW,Kyle Nelson,-1,-1,-1,--,--,-1,1,-1,--,--,-1,1,-1,--,--,0.182,-1.0,-1.0,-0.16,nan,nan
5,0,2,Glover Teixeira,196,27,12,0,0,0,0:03,7,44,21,0,1,0,1:16,15,30,17,0,0,0,0:13,13,41,18,0,0,0,0:10,12,18,7,0,1,0,1:44,5,Jamahal Hill,419,85,46,0,0,0,0:00,27,91,51,0,0,0,0:04,38,82,44,0,0,0,1:34,41,120,79,0,0,0,0:06,65,24,12,0,0,0,1:42,9,44 50,44 50,44 50,Hill,Jamahal Hill,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1.0,0.966,0.953,1.434,1.898,0.866
3,0,2,Lauren Murphy,296,91,22,0,0,0,0:08,17,95,29,0,0,0,0:01,21,107,49,0,0,0,0:00,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jessica Andrade,375,107,61,0,0,0,0:00,31,121,75,0,0,0,0:21,52,141,95,0,1,0,0:50,78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25 30,25 30,26 30,Andrade,Jessica Andrade,1,2,2,--,--,1,1,2,--,--,1,2,2,--,--,1.0,1.619,1.966,2.063,nan,nan
3,0,2,Luan Lacerda,187,59,29,0,0,0,0:00,9,78,33,0,0,0,0:00,17,44,18,0,1,0,1:34,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cody Stamann,195,66,31,0,0,0,0:00,17,87,52,0,0,0,0:00,31,36,20,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Stamann,Cody Stamann,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.312,-0.247,0.876,-0.828,nan,nan
3,0,3,Warlley Alves,153,35,18,0,0,0,0:34,7,37,18,0,1,0,1:19,11,72,30,0,0,0,0:16,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nicolas Dalby,298,74,35,0,0,0,1:39,19,73,31,0,0,0,0:53,22,101,53,0,0,0,1:30,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Dalby,Nicolas Dalby,1,1,-1,--,--,1,-1,-1,--,--,1,1,-1,--,--,0.875,0.934,0.508,-0.524,nan,nan
3,1,2,Josiane Nunes,216,87,41,0,0,0,0:27,22,49,27,0,0,0,1:16,11,75,34,0,0,0,0:19,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Zarah Fairn,256,90,48,0,0,0,0:03,31,64,35,0,0,0,0:05,29,97,34,0,0,0,0:00,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Nunes,Josiane Nunes,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.95,-1.0,0.63,0.652,nan,nan
5,1,2,Sean Strickland,420,74,24,0,0,0,0:14,16,72,22,0,1,0,1:49,13,78,47,0,0,0,0:00,31,100,57,0,0,0,0:50,47,81,32,0,0,0,1:19,27,Nassourdine Imavov,277,50,19,0,0,0,0:00,8,58,22,0,0,0,0:00,14,45,24,0,0,0,0:00,12,51,23,0,0,0,0:08,10,65,35,0,0,0,0:04,23,46 49,46 49,47 48,Strickland,Sean Strickland,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1.0,0.848,0.114,0.955,1.007,-0.697
3,0,3,Ketlen Vieira,230,71,23,0,0,0,0:13,15,51,21,0,0,0,1:28,10,30,20,0,0,0,3:04,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Raquel Pennington,184,58,27,0,0,0,0:00,14,61,29,0,0,0,0:37,14,40,25,0,0,0,0:41,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Pennington,Raquel Pennington,1,1,-1,--,--,-1,1,1,--,--,-1,1,-1,--,--,0.133,-0.82,0.886,-0.278,nan,nan
3,1,2,Javid Basharat,164,51,32,0,1,0,0:21,18,45,35,0,1,0,2:28,27,34,28,0,1,0,2:30,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mateus Mendonca,133,43,12,0,1,0,1:09,8,24,7,0,1,0,0:44,5,21,10,0,0,0,0:26,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Basharat,Javid Basharat,1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Mateusz Rebecki,228,101,54,0,1,0,1:32,32,49,23,0,1,0,2:43,12,21,12,0,1,0,4:12,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nick Fiore,113,53,20,0,0,0,0:00,14,31,11,0,1,0,0:30,8,9,3,0,0,0,0:04,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,27 30,27 30,Rebecki,Mateusz Rebecki,1,1,1,--,--,1,1,1,--,--,2,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Dan Argueta,144,8,5,0,1,0,3:24,4,37,25,0,1,2,3:22,12,40,17,0,2,0,3:28,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nick Aguirre,47,1,1,0,0,1,1:15,1,21,9,0,0,0,0:00,9,22,4,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Argueta,Dan Argueta,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
5,1,3,Jared Cannonier,310,43,16,0,0,0,0:00,3,58,25,0,0,0,0:00,6,69,33,0,0,0,0:00,12,61,27,0,0,0,0:00,14,79,40,0,0,0,0:00,22,Sean Strickland,410,48,13,0,1,0,0:43,9,73,28,0,0,0,0:00,23,81,35,0,0,0,0:00,28,87,33,0,0,0,0:05,29,111,43,0,0,0,0:00,37,46 49,49 46,46 49,Cannonier,Jared Cannonier,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,0.65,-0.016,-0.125,0.06,-0.118,0.165
3,1,2,Arman Tsarukyan,105,23,9,0,1,0,3:04,2,27,12,0,4,0,3:24,7,31,13,0,2,0,2:57,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Damir Ismagulov,106,26,13,0,0,0,0:06,7,28,11,0,0,0,0:00,6,32,12,0,0,0,0:00,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Tsarukyan,Arman Tsarukyan,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.826,0.903,1.0,nan,nan
